model,ds_ns,speed_kmh,period_slots,omega_per_frame,horizon,pred_nmse_db,zoh_nmse_db,filt_nmse_db,wiener_ema_db,wiener_param_db,wiener_psd_db,wiener_genie_db
cdl_c,300.0,60.0,40,24.451525256102954,8,2.8651971918384973,2.6527520938590374,-18.25969039941703,0.9788423821063474,0.29589643540282184,-1.3288707737938845,-2.165146479314756
cdl_c,300.0,120.0,10,12.225762628051477,1,1.203597824947606,2.4190128707590515,-18.395148081337062,16.755279619552557,-0.4850769626126056,-2.6870176300989836,-3.538366582957239
cdl_c,300.0,120.0,10,12.225762628051477,2,2.0098151610657746,2.962628161871427,-18.395148081337062,16.325315037554823,0.0917952397975106,-2.2601849856505725,-2.9940509464709786
cdl_c,300.0,120.0,10,12.225762628051477,4,2.4469833061666995,3.3562096679691544,-18.395148081337062,8.437660726427957,0.39438192407494954,-1.8647496205415524,-2.6144366434992894
cdl_c,300.0,120.0,10,12.225762628051477,8,2.8563521446403586,3.4150598964912566,-18.395148081337062,6.702566963938885,0.2868962068502213,-1.5336038985911906,-2.481248786431091
cdl_c,300.0,120.0,40,48.90305051220591,1,1.7213678777559576,3.3231019274703995,-18.108292244357603,8.62173120660237,-0.14967004707838974,-2.4165712143462494,-3.1787759833219202
cdl_c,300.0,120.0,40,48.90305051220591,2,2.6183509543128385,3.457319993124165,-18.108292244357603,8.776758094717596,0.776732657670919,-1.769416357426601,-2.4514006090155798
cdl_c,300.0,120.0,40,48.90305051220591,4,2.7379154591781307,2.415294420492336,-18.108292244357603,4.885234626343381,0.5597659045813631,-1.3584865309890333,-1.9701268317735743
cdl_c,300.0,120.0,40,48.90305051220591,8,2.749552190317772,2.7582150889786927,-18.108292244357603,0.24545739279562623,0.2182653439886073,-1.386130500336484,-2.1330875610879207
cdl_e,2064.0,10.0,10,1.018813552337623,1,-13.173925805999499,-1.4412853703978945,-20.58461348981286,-12.269676931742708,-11.80992653093356,-11.264040992555682,-12.564322481510207
cdl_e,2064.0,10.0,10,1.018813552337623,2,-8.68969370867544,3.566970345403526,-20.58461348981286,-9.65207342072436,-8.445901508621104,-8.2227492084153,-9.954235793474325
